#id;name;population;longitude;latitude
502171;Dolná Seč;478;18.5685972779064;48.18579397348
502189;Dolné Semerovce;552;18.8517816754731;48.1121320107956
502197;Dolný Pial;929;18.4641626969854;48.1306696624696
502201;Domadice;236;18.7836546953157;48.1833299684728
502219;Drženice;375;18.6972550738547;48.2763912581932
502227;Farná;1342;18.5086068082405;48.0089395942305
502243;Hokovce;510;18.8488534996456;48.1577287864265
502251;Hontianska Vrbica;588;18.7153399651327;48.1395220968205
502260;Horná Seč;550;18.549389178612;48.2053151889041
502278;Horné Semerovce;626;18.8616794000257;48.1310558427077
502286;Horné Turovce;588;18.959431279575;48.1267899533802
502294;Horný Pial;263;18.4476558488779;48.1570399892464
502324;Hronovce;1473;18.6449856976079;48.0048266953552
502332;Hronské Kľačany;1429;18.5782715515549;48.2388555542441
502341;Hronské Kosihy;708;18.5915931672381;48.2681163601688
502359;Iňa;218;18.4244989745448;48.18093908508
502367;Ipeľské Úľany;277;19.0378144701884;48.1339502698074
502375;Ipeľský Sokolec;831;18.7930332149379;48.0154590709141
502383;Jabloňovce;201;18.7979716570203;48.3302281397946
502391;Jur nad Hronom;948;18.6252120601873;48.1291459005011
502413;Kalná nad Hronom;2077;18.4758284890026;48.2317174766845
502421;Kozárovce;2075;18.5018336472192;48.3104057650417
502430;Krškany;759;18.6783363470024;48.2231998004571
502448;Kubáňovo;272;18.8063951909975;48.0583144825851
502456;Kukučínov;600;18.6976814848015;48.0896075422263
502464;Kuraľany;508;18.5565454510721;47.9854827966996
502472;Keť;594;18.585810578565;47.9635829503951
502481;Lok;955;18.4734554563308;48.1771192424727
502499;Lontov;670;18.7721414517193;48.0446364512629
502502;Lula;166;18.3662596286839;48.1717435650727
502511;Málaš;474;18.5191314970376;48.0533853761231
502537;Malé Ludince;166;18.7021173614218;47.9843624514277
502570;Mýtne Ludany;964;18.6646231233464;48.163721955615
502588;Nová Dedina;1513;18.6496473370154;48.2826155169112
502596;Nový Tekov;860;18.4915835921498;48.2410706305865
502600;Nýrovce;514;18.5718177297114;48.019178828836
502618;Ondrejovce;467;18.5233332095416;48.1345176269218
502626;Pastovce;487;18.7443398574225;47.9635374809816
502634;Pečenice;116;18.796400234714;48.2987013939972
502642;Plášťovce;1547;19.0001676128946;48.1644817005782
502651;Plavé Vozokany;782;18.4676339055119;48.0746360957742
502669;Podlužany;762;18.6207626730383;48.2484437945787
502677;Pohronský Ruskov;1254;18.6479165102058;47.9764655771283
502693;Pukanec;1859;18.7206877731112;48.3646553540225
502707;Rybník;1431;18.5705970445557;48.3112176132425
502715;Santovka;659;18.7757711345679;48.1557248278347
502723;Sazdice;475;18.7955829674052;48.0865393775989
502731;Sikenica;649;18.7264625004924;48.0670278074808
502740;Slatina;313;18.9079873008825;48.1482474565303
502758;Starý Hrádok;191;18.6353212146652;48.155767955454
502766;Starý Tekov;1451;18.5524591382678;48.2444524754704
502782;Šahy;7321;18.9576324876655;48.0799283888341
502791;Šalov;370;18.720931466897;48.0137696501353
502804;Šarovce;1616;18.623020209523;48.0997237581897
502812;Tehla;509;18.3833825868767;48.1964587310309
502821;Tekovské Lužany;2860;18.5409276359506;48.091943027884
502847;Tekovský Hrádok;349;18.5474703449866;48.1653961384321
502863;Tlmače;3570;18.5316872297196;48.2897573283956
502871;Tupá;594;18.9082186055971;48.1197367253703
502880;Turá;205;18.5766656830758;48.1454791509983
502898;Uhliská;184;18.7461992654827;48.3946603439489
502910;Veľké Ludince;1471;18.5024291868276;47.9626947589976
502928;Veľké Turovce;747;18.9575920948952;48.1037334336235
502936;Veľký Ďur;1289;18.441562956674;48.2122439236802
502944;Vyškovce nad Ipľom;673;18.8551233125691;48.074951190092
502952;Vyšné nad Hronom;183;18.5933928377384;48.1685563706788
502961;Zalaba;180;18.7054277501723;47.9626080569524
502979;Zbrojníky;507;18.711164345402;48.1115785658026
502987;Želiezovce;6859;18.6334772247584;48.0505154090889
502995;Žemberovce;1261;18.7588996458262;48.2541214294421
503002;Žemliare;154;18.6095750338366;48.1507790700831
503011;Nové Zámky;38172;18.1653620532522;47.9938728320776
503029;Andovce;1472;18.0923674552906;47.9901177625687
503037;Bajtava;403;18.7445405762233;47.8535634541131
503045;Bánov;3722;18.1936046200662;48.045876047032
503053;Bardoňovo;695;18.4249001413925;48.1128409928951
503061;Belá;328;18.5859899623732;47.8298039374155
503070;Bešeňov;1627;18.2732697271552;48.045470146074
503088;Bíňa;1451;18.6382587844395;47.9250738737929
503096;Branovo;586;18.3074399986466;48.0233163472067
503100;Bruty;599;18.5738726148895;47.917340633069
503118;Čechy;300;18.3724688364362;48.039916484229
503126;Černík;1057;18.2330582610737;48.1636774036477
503134;Dedinka;707;18.4136361381781;48.0672132053921
503151;Dolný Ohaj;1556;18.266573320848;48.0757612821216
503169;Dubník;1602;18.379401534378;47.9537239535922
503177;Dvory nad Žitavou;5084;18.2739637013317;47.9835681703574
503185;Gbelce;2170;18.512242110752;47.8439636859587
503193;Hul;1181;18.2819779421765;48.1018865737046
503207;Chľaba;711;18.8133953567363;47.8338487202505
503215;Jasová;1149;18.4078074416803;47.9857340362802
503223;Jatov;751;18.0051487999195;48.1380148643298
503231;Kamenica nad Hronom;1342;18.7331340734525;47.8363891827173
503240;Kamenín;1448;18.6404211690326;47.887265764877
503258;Kamenný Most;1058;18.6409203950317;47.8473276621936
503266;Kmeťovo;844;18.2778182577337;48.1687000388911
503274;Kolta;1289;18.4176490821473;48.019034575487
503282;Komjatice;4315;18.160367095568;48.145499078578
503291;Komoča;949;18.0433418759494;47.9623664963739
503312;Leľa;307;18.7762826226615;47.8575277272202
503321;Lipová;1518;18.1738040479296;48.1183032095529
503339;Ľubá;426;18.5977677903241;47.8572868472819
503347;Malá nad Hronom;383;18.6848992686701;47.8576991510063
503355;Malé Kosihy;389;18.7440135123687;47.9267602957803
503363;Maňa;2061;18.2959063237247;48.1528278455863
503371;Michal nad Žitavou;667;18.2691890193606;48.1886354677413
503380;Veľký Kýr;2999;18.1455603954799;48.1773127423108
503398;Mojzesovo;1323;18.2361671335075;48.1373156203639
503401;Mužla;1884;18.5710297884956;47.7933994355312
503436;Nová Vieska;696;18.4578168766375;47.8684334806393
503452;Palárikovo;4243;18.06108055679;48.0367044015904
503461;Bodíky;260;17.4620396990438;47.9121710207288
503479;Podhájska;1019;18.3426223949042;48.103189945293
503487;Pozba;450;18.3844959924343;48.1127619999063
503495;Radava;755;18.314727983142;48.0938048769856
503509;Rastislavice;906;18.0765712227387;48.140692657266
503517;Rúbaň;966;18.3970939577896;47.9305184736124
503525;Salka;996;18.7372548276503;47.9017235111862
503533;Semerovo;1383;18.3479819988304;48.0078199708586
503541;Sikenička;426;18.6965503470044;47.9301364267124
503550;Strekov;1979;18.4090244085164;47.8995807058852
503568;Svodín;2478;18.5076910620883;47.9066196662933
503576;Šarkan;378;18.5631154529801;47.8600827698577
503584;Štúrovo;10390;18.7075136605577;47.7967243871065
503592;Šurany;9878;18.1645159516139;48.0838715587884
503606;Trávnica;1059;18.3473118013424;48.1426489211355
503614;Tvrdošovce;5156;18.0455225196588;48.0908255813814
503631;Veľké Lovce;1860;18.3479795992533;48.0667631916687
503649;Zemné;2167;18.0402089320321;47.9957259223449
503665;Galanta;15029;17.7281574044824;48.1998268670727
503673;Abrahám;1032;17.6221512197866;48.2480092864541
503681;Boldog;464;17.4306967360717;48.2372393272171
503690;Čierna Voda;1375;17.64178281525;48.1240121734137
503703;Čierny Brod;1624;17.642554772479;48.1483303511193
503711;Diakovce;2277;17.8186515794849;48.1359913775782
503720;Dlhá nad Váhom;888;17.8643931685598;48.182205751811
503746;Dolné Saliby;1988;17.7937293251175;48.0929035229576
503754;Dolný Chotár;404;17.8608737376504;47.9951732869988
503762;Gáň;815;17.7215627797558;48.2330466131365
503771;Horné Saliby;3283;17.7485791171925;48.1142270714181
503789;Hoste;460;17.6432687145937;48.2616555668052
503797;Hrubá Borša;891;17.4821505387154;48.177817584065
503801;Hrubý Šúr;971;17.4130635759906;48.1685069761971
503819;Hurbanova Ves;342;17.4459162217135;48.1569416252868
503827;Jánovce;486;17.5296516541228;48.1830292487669
503835;Jelka;3957;17.5195009363333;48.1445353821644
503843;Kajal;1519;17.7946328227662;48.1971637431291
503851;Kostolná pri Dunaji;681;17.4462979594626;48.1745922105808
503860;Košúty;1683;17.6568150929216;48.1745071198231
503878;Kráľov Brod;1097;17.829551719757;48.0491323181871
503886;Kráľová nad Váhom;1793;17.8298969039656;48.1772871622178
503894;Kráľová pri Senci;2006;17.4659840134045;48.1950286641077
503924;Mostová;1591;17.6763625772867;48.1281065723574
503932;Neded;3318;17.9633638162806;48.0040427848308
503959;Pata;3131;17.8294217198153;48.2796932419017
503967;Pusté Sady;589;17.8245679707832;48.3097199527958
503975;Pusté Úľany;1791;17.5596258436549;48.21917805275
503983;Reca;1502;17.460389284863;48.2267347824209
503991;Selice;2844;17.9565197962347;48.0910997434662
504009;Sereď;15726;17.7145906255044;48.2879750333397
504017;Sládkovičovo;5281;17.6316540997592;48.2033499877595
504025;Šaľa;22219;17.8922359733921;48.1400717878249
504033;Šalgočka;460;17.8232728711922;48.3441525043006
504041;Šintava;1731;17.7781517928799;48.284755200248
504050;Šoporňa;4228;17.8386943233151;48.2269636749249
504068;Tešedíkovo;3699;17.8447413005136;48.0889183571178
504076;Tomášikovo;1686;17.7232727732902;48.0686443400245
504084;Topoľnica;821;17.787486483727;48.1707639271691
504092;Trnovec nad Váhom;2709;17.9502872069765;48.1497576749595
504106;Trstice;3741;17.8223552242939;48.0207150232549
504114;Váhovce;2098;17.7854500678783;48.2376791583752
504122;Veľká Mača;2523;17.6903404631931;48.2441202339514
504131;Veľké Úľany;4523;17.5781920032557;48.1551723841898
504149;Veľký Grob;1335;17.51900719032;48.2468908228324
504157;Vinohrady nad Váhom;1590;17.7701501210251;48.3169826550505
504165;Vlčany;3222;17.9238289615078;48.0266987179992
504173;Vozokany;1145;17.7043762669986;48.097718424762
504181;Zemianske Sady;870;17.8277963908734;48.3282783564195
504190;Žihárec;1701;17.8922114481871;48.0642050950263
504203;Senica;20342;17.3658936757605;48.6784258659965
504211;Bílkove Humence;201;17.2431787820376;48.5897727955228
504220;Borský Svätý Jur;1655;17.0655099217946;48.5968865707116
504238;Borský Mikuláš;3994;17.2340723791299;48.6244923623718
504254;Brestovec;973;17.5545844364047;48.7996235429747
504262;Brezová pod Bradlom;4871;17.545606843465;48.6683451927233
504271;Brodské;2294;17.0240805317322;48.6952843480534
504289;Bukovec;440;17.4953433440935;48.7011111520016
504297;Cerová;1157;17.3936830829046;48.5811159825023
504319;Čáry;1309;17.0790799095258;48.6651869754872
504327;Častkov;600;17.3609622397001;48.754804800301
504335;Dojč;1266;17.2571334500023;48.684432428565
504343;Dubovce;632;17.2442460777554;48.7643534080524
504351;Gbely;5155;17.0955931386055;48.7283633664769
504360;Hlboké;921;17.3855954644879;48.6444299203632
504378;Holíč;11171;17.1530846150017;48.8038054860497
504386;Hradište pod Vrátnom;671;17.4930567609926;48.6257475508323
504394;Chropov;390;17.3533730188076;48.7905491950043
504408;Chvojnica;356;17.4049333848631;48.7989704300533
504416;Jablonica;2235;17.4347410189336;48.601039321502
504424;Jablonka;489;17.6158935012005;48.7284655705049
504432;Kátov;638;17.1704336202433;48.8353515214295
504459;Kopčany;2582;17.1086440489127;48.7775074659194
504467;Košariská;437;17.6087220431615;48.667467428683
504475;Koválov;696;17.2834521841581;48.7099617397586
504483;Koválovec;146;17.3202425053127;48.796393087576
504491;Kuklov;782;17.0811951945566;48.6300729822881
504513;Kúty;4006;17.0098456696139;48.656787693586
504521;Lakšárska Nová Ves;1111;17.1673232227544;48.5769452969911
504530;Letničie;504;17.1645829672647;48.7153832957401
504548;Lopašov;326;17.3266417251185;48.7567000413824
504556;Malé Leváre;1242;16.9573515382331;48.5052633748638
504564;Mokrý Háj;717;17.2520794595266;48.8087456014154
504572;Moravský Svätý Ján;2127;16.98786031148;48.5726594908696
504581;Myjava;11708;17.5373796857432;48.7507072540632
504599;Oreské;390;17.3054538561485;48.7443717293739
504602;Osuské;611;17.45323732231;48.6394861107267
504611;Petrova Ves;1074;17.1514672404757;48.7278607235871
504629;Plavecké Podhradie;638;17.274967792285;48.4815468124925
504637;Plavecký Mikuláš;729;17.3022464492732;48.5098812013606
504645;Plavecký Peter;634;17.3251309213991;48.5346199442375
504653;Podbranč;628;17.4565929145777;48.7322556997746
504661;Polianka;398;17.5824604395545;48.7195753927175
504670;Popudinské Močidľany;909;17.2183762332115;48.7847971323548
504688;Poriadie;695;17.610391060545;48.7795210773217
504696;Priepasné;378;17.585309973418;48.6933388764594
504700;Prietrž;737;17.4569606241719;48.6857938806203
504718;Prietržka;504;17.2092626867081;48.8069243659572
504726;Prievaly;1006;17.3478073310397;48.5603363919421
504734;Radimov;569;17.1911913701421;48.7573511075855
504742;Radošovce;1763;17.2785871692048;48.7730457664151
504769;Rohožník;3523;17.1966016667146;48.4400911844529
504777;Rovensko;446;17.3748374835455;48.7178313071423
504793;Rudník;819;17.6282447893104;48.7579121162413
504815;Skalica;14967;17.2578112469569;48.8387036892916
504823;Smolinské;912;17.1190218508929;48.6834170460203
504831;Smrdáky;667;17.307343147049;48.723955256396
504840;Sobotište;1493;17.4168798424865;48.7472344365427
504858;Sološnica;1569;17.2381207814415;48.4620369370064
504866;Stará Myjava;749;17.5981463898028;48.8086454226668
504874;Studienka;1612;17.1325242938711;48.5298124692472
504882;Šajdíkove Humence;1111;17.2905414494648;48.6525282918622
504891;Šaštín-Stráže;5015;17.1453710152677;48.6368561389391
504904;Štefanov;1655;17.2018294852135;48.6773138944359
504912;Trnovec;305;17.1908875563106;48.7960901681532
504939;Unín;1231;17.213912227266;48.7286194842592
504947;Veľké Leváre;3581;17.0041863886785;48.5077893928319
504963;Vrádište;824;17.1971349868267;48.8262558590846
504971;Vrbovce;1510;17.4716553194421;48.8010606729092
504980;Závod;2823;17.0526222676701;48.5457506670642
504998;Topoľčany;25492;18.1713409167504;48.5770104690185
505021;Lipovník;320;18.0104127972728;48.574824382097
505048;Ludanice;1825;18.1074143352202;48.4965978659249
505056;Ľutov;172;18.2895344436728;48.7893226033045
505064;Lužany;201;18.01205522279;48.5182913097547
505072;Malá Hradná;384;18.1629427438269;48.7575367724105
505102;Malé Hoste;392;18.1383148840949;48.702259741989
505129;Malé Kršteňany;544;18.4375927801583;48.6460366625127
505137;Malé Ripňany;545;17.9773833099751;48.4773128500583
505153;Miezgovce;280;18.3223954816827;48.7168319509065
505170;Nadlice;621;18.247487013453;48.6268011387036
505196;Nedanovce;626;18.2959952416457;48.58751838307
505200;Nedašovce;448;18.3290193144274;48.6659934906505
505226;Nemečky;317;18.113082875342;48.6790406192742
505234;Nitrianska Blatnica;1232;17.970171333168;48.5622992430675
505242;Nitrianska Streda;768;18.2033894465391;48.5108704098185
505251;Norovce;330;18.1774532004596;48.6336747317995
505277;Omastiná;37;18.407574182695;48.7861730966618
505285;Oponice;820;18.1518314815133;48.4577313923154
505307;Ostratice;818;18.2922713120926;48.6494764326563
505315;Partizánske;22653;18.3620014477852;48.6361967708772
505323;Pažiť;470;18.4518151350841;48.6248182336765
505331;Pečeňany;509;18.2255004848551;48.677466023367
505340;Podhradie;293;18.0312462405305;48.6741008795655
505358;Podlužany;854;18.2521062868985;48.7801218393602
505374;Prašice;2009;18.0952983305499;48.660568011279
505382;Pravotice;318;18.2945707107852;48.6792267721731
505404;Preseľany;1424;18.0880129084878;48.4531562589128
505412;Prusy;610;18.2672829770971;48.7583499222357
505421;Radošina;1948;17.9291779414549;48.5551837921826
505439;Rajčany;539;18.2330978200841;48.6160577687797
505447;Ruskovce;522;18.1925927094589;48.7442816698595
505455;Rybany;1468;18.2614464009427;48.669755305037
505463;Skačany;1375;18.3845623965262;48.6709584626415
505471;Slatina nad Bebravou;416;18.2727772397031;48.837321603883
505480;Slatinka nad Bebravou;188;18.2599234658631;48.8644251603146
505498;Solčany;2465;18.2269475916542;48.5211407131177
505510;Súlovce;500;18.18121360626;48.4646657857385
505536;Šalgovce;514;17.8954714802656;48.5322551333195
505544;Šípkov;141;18.2993408545615;48.8605189646015
505552;Šišov;502;18.1810233990271;48.6594466960459
505561;Tesáre;721;18.0733565031846;48.6097418110627
505579;Timoradza;530;18.2476047681606;48.813287902494
505595;Trebichava;36;18.3128462665037;48.8263645526915
505617;Tvrdomestice;449;18.1402085356273;48.6514368229514
505625;Uhrovec;1500;18.3498473734828;48.7341160965321
505633;Uhrovské Podhradie;34;18.4066275534794;48.7582756168564
505641;Urmince;1405;18.1022423736811;48.5347590314073
505676;Veľké Dvorany;719;18.0763951601415;48.5523967498382
505684;Veľké Hoste;577;18.1598542545798;48.6817482662099
505692;Veľké Chlievany;490;18.2162249641297;48.7060018032708
505706;Veľké Kršteňany;607;18.4282457369968;48.662458938477
505714;Veľké Ripňany;2089;17.9639778925455;48.5055155870605
505722;Veľké Uherce;2020;18.4570188961868;48.5882209885327
505731;Veľký Klíž;900;18.392671752313;48.5411911259548
505749;Velušovce;493;18.1051025387085;48.622815917021
505757;Vozokany;347;17.9924525929024;48.5688770722521
505765;Vysočany;112;18.3239716431352;48.6850395337804
505773;Závada;600;18.0721493154226;48.635553731622
505790;Zlatníky;676;18.0656354731643;48.7257944596486
505803;Žabokreky nad Nitrou;1724;18.307135398329;48.6261221638644
505811;Žitná-Radiša;449;18.3507213145192;48.7778675498432
505820;Trenčín;55537;18.0488047911742;48.8968066708312
505838;Adamovské Kochanovce;855;17.9180214804274;48.8640793486862
505846;Beckov;1368;17.9105889773094;48.7865505589502
505854;Bobot;760;18.20444426075;48.827238275997
505871;Bošáca;1397;17.8374629427499;48.8438588705142
505889;Brunovce;546;17.8518292845717;48.6792382317383
